ID,Common Name,Scientific Name,Plant Type,Height,Spread,Root Depth,Seasonal Interest,Notes,Flower Color,Root Type,Bloom Time,Fruit Time,Texture,Form,Growth Rate,Insect Predation,Disease,Light,Hardiness Zone,Soil Moisture,Soil pH,Ecological Function,Human Use/Crop,Region
2948,Water Chestnut,Eleocharis dulcis,Grass,60,60,5,,"Grown as annuals in cooler climates, given there are ~7 months of frost-free growth. Propagation by tubers. Very polymorphic. Some varieties are best in very acidic soils. Produces stolons.","Brown, Yellow","Corm, Short Rhizome",,,Medium,Clump,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,Wet,6.5 - 7.3,"Domestic Animal Forage, Mulch Maker","Container Garden, Fiber, Food, Medicine, Ornamental",
2508,Creeping Spike Rush,Eleocharis palustris,Grass,60,60,14,Summer,,Brown,Rhizome,Late Spring - Early Summer,,Fine,Upright,Moderate,,,"Full_Sun, Partial_Shade",10-Mar,"Wet, Moderate",4.0 - 8.0,"Reclamator, Wildlife Food, Wildlife Habitat","Food, Ornamental",
2876,True Cardamom,Elettaria cardamomum,Perennial,19,80,0,All Year,Susceptible to nematodes. Does not do well on slopes or hillsides. ,"Green, Purple, White","Long Rhizome, Fibrous Shallow",Spring - Summer,Fall - Winter,Coarse,Clump,Moderate,Medium,Minor,"Partial_Shade, Shade",11-Oct,Wet,5.5 - 6.5,"Domestic Animal Forage, Insecticide","Aromatics/Fragrance, Essential Oil, Food, Medicine",
2163,Silky Wild Rye,Elymus villosus,Grass,60,12,12,All Year,Grows best in fertile soils and light sun/part-shade. In the wild this species is threatened by changes in hydrology and invasive species. ,Green,Fibrous Deep,Early Summer - Late Summer,Summer - Fall,Fine,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-Mar,"Wet, Moderate",5.0 - 7.0,Erosion Control,Ornamental,
3211,Golden Pothos,Epipremnum aureum,Vine,480,72,0,All Year,Rarely flowers. Tolerant of shallow and rocky soils. Best in well-draining soils. Produces aerial roots. Slow growth in full shade.  Size varies significantly. Grows easily from cuttings. Re-sprouts from zone 9b. Non-mycorrhizal.,White,Fibrous Shallow,,,Medium,Vine,Fast,Minor,Minor,"Partial_Shade, Shade",12-Oct,Moderate,5.1 - 6.5,"Air Cleaner, Groundcover, Water Purifier","Container Garden, Hanging Basket, Ornamental",
2193,Horsetail,Equisetum,Perennial,18,8,30,Summer-Fall,Unusual plant that spreads quickly; reproduces by spores; does not flower; best if contained when grown in the garden.,,Fibrous Deep,,,Medium,Upright,Fast,,,Partial_Shade,10-Feb,"Moderate, Dry",6.5 - 7.5,"Dynamic Accumulator, Erosion Control, Fungicide, Soil Builder","Cleanser/Scourer, Medicine",
2292,Prairie Fleabane,Erigeron strigosus,Perennial,36,15,10,Spring-Summer,"Praire fleabane is an attractive, native daisy-type flower that grows in a wide variety of soil types.",White,,Late Spring - Early Summer,,Medium,Upright,Moderate,,,Full_Sun,10-Feb,"Moderate, Dry",4.8 - 7.1,Insectory,,
2877,Loquat,Eriobotrya japonica,Evergreen Tree,25,25,0,Winter,"Grows best in fertile, well-drained soils. Flowering/fruiting is reduced in shaded areas. Only drought resistant once established, and fruit set is best with consistent moisture. Foliage hardy to zone 7. ",White,Fibrous Shallow,Late Fall - Early Winter,Spring - ?,Coarse,Rounded,Fast,Minor,Medium,"Full_Sun, Partial_Shade",10-Aug,Moderate,5.5 - 6.5,"Domestic Animal Forage, Insectory, Mulch Maker, Wildlife Food, Windbreak","Aromatics/Fragrance, Biomass, Container Garden, Food, Medicine, Ornamental, Wood",
2177,Cotton Grass,Eriophorum angustifolium,Grass,24,12,10,Spring-Fall,Yellow flower; green foliage,,Fibrous Shallow,,,Medium,Upright,Moderate,,,"Full_Sun, Partial_Shade",10-Feb,"Wet, Moderate",4.0 - 6.5,"Erosion Control, Soil Builder, Soil Cultivator","Fiber, Ornamental",
2939,Basul,Erythrina edulis,Deciduous Tree,45,23,0,,"Unpredictable harvest time, even for trees in the same stand. Needs shade when young. Does best in well-drained soils. ",Red,,,,Coarse,Upright,Fast,Minor,,"Full_Sun, Partial_Shade",13-Oct,"Moderate, Dry",5.5 - 7.0,"Domestic Animal Forage, Hedge, Insectory, Mulch Maker, Nitrogen Fixer","Food, Medicine, Soap, Wood",
3045,Coral Bean,Erythrina fusca,Deciduous Tree,65,50,0,All Year,High tolerance for aluminum in soils. One of the easiest Erythrinas to grow. ,"Pink, Red",Fibrous Deep,Late Winter - Early Spring,Summer - ?,Medium,Rounded,Fast,Medium,Minor,"Full_Sun, Partial_Shade",11-Sep,"Wet, Moderate",4.5 - 7.0,"Domestic Animal Forage, Hedge, Mulch Maker, Nitrogen Fixer, Nurse, Reclamator, Soil Builder, Wildlife Food","Food, Insect Repellent, Medicine, Ornamental, Pollard, Wood",
2934,Surinam Cherry,Eugenia uniflora,Evergreen Tree,25,25,0,All Year,Flowering and fruiting continue over an extended period. Can stand waterlogging for a short time. Slow to establish. ,White,Fibrous Deep,Spring - ?,Summer - ?,Coarse,Oval,Fast,Medium,Minor,"Full_Sun, Partial_Shade",10-Sep,"Wet, Moderate",5.6 - 7.5,"Hedge, Insectory, Wildlife Food, Windbreak","Aromatics/Fragrance, Container Garden, Coppice, Essential Oil, Food, Ornamental",
123,Wintercreeper,Euonymus fortunei,Evergreen Shrub,3,3,18,Spring-Fall,,White,Fibrous Shallow,Early Summer - Summer,Fall - ?,Medium,Climbing,Fast,Minor,Medium,"Full_Sun, Partial_Shade, Shade",10-Apr,"Moderate, Dry",4.5 - 7.5,"Erosion Control, Groundcover, Wildlife Food",Ornamental,
3195,Asthma Weed,Euphorbia hirta,Annual,12,12,0,,"Monoecious, pollinated by insects. Best in well-drained soils. ","Green, Purple",Tap,Winter - Fall,,Medium,Prostrate,Fast,Medium,Medium,Full_Sun,11-Sep,Moderate,6.1 - 7.8,"Domestic Animal Forage, Insecticide, Insectory","Food, Medicine",
3237,Poinsettia,Euphorbia pulcherrima,Deciduous Shrub,15,7,0,Winter,Needs well-drained soils. Responds well to pruning in spring and early summer. Photoperiodic. ,"Green, Yellow",Fibrous Deep,Winter - ?,,Coarse,Upright,Fast,Minor,Medium,"Full_Sun, Partial_Shade",11-Sep,Moderate,5.8 - 7.0,"Air Cleaner, Hedge","Container Garden, Dye, Medicine, Ornamental",
2983,Jiuzhaigou Genf Bamboo,Fargesia nitida 'Jiuzhaigou Genf',Grass,15,7,10,Spring-Fall,Clumping bamboo. Needs protection from large amounts of sun and heat. Roots extend horizontally. ,,"Fibrous Shallow, Rhizome",,,Fine,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",10-May,Moderate,5.5 - 7.0,"Erosion Control, Hedge, Mulch Maker, Soil Builder","Container Garden, Fiber, Ornamental",
3219,"Fig, Weeping",Ficus benjamina,Evergreen Tree,60,100,0,All Year,May drop leaves under stress. Monoecious. Prefers a humid environment and well-drained soil. Can develop large surface roots. Produces aerial roots. Very tolerant of pruning. ,,Fibrous Deep,Summer - ?,Summer - Fall,Medium,Rounded,Fast,Medium,Minor,"Full_Sun, Partial_Shade",12-Oct,Moderate,5.5 - 6.5,"Air Cleaner, Domestic Animal Forage, Erosion Control, Hedge, Wildlife Food","Biomass, Container Garden, Fiber, Ornamental",
3049,Common Fig,Ficus carica,Deciduous Tree,30,35,120,All Year,"Best in organically rich and well-drained soils. Can be grown in zones 6 and 7 with significant dieback, and down to zone 5 with special care. Some cultivars have additional cold-hardiness. Some varieties produce 2 crops/year. Tolerant of hillsides. ",Green,Fibrous Shallow,,Summer - Fall,Coarse,Spreading,Moderate,Medium,Minor,"Full_Sun, Partial_Shade",10-Aug,Moderate,4.5 - 8.5,"Domestic Animal Forage, Insectory, Wildlife Food","Aromatics/Fragrance, Container Garden, Food, Medicine, Oil, Wax, Resin or Polish, Ornamental",
3206,Ficus Alii,Ficus macleilandii 'Alii',Evergreen Tree,12,8,0,All Year,,,Fibrous Shallow,Late Winter - Early Spring,,Medium,Upright,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,Moderate,5.1 - 6.0,Air Cleaner,"Container Garden, Ornamental",
3202,Rubber Plant,Ficus robusta,Evergreen Tree,45,30,0,All Year,Needs well-draining soils. Up to 100ft (30m) in native habitat. Aerial roots; can produce large surface roots that extend up large distances. Flowers throughout the year or seasonally depending on location.,White,Fibrous Shallow,,Spring - ?,Coarse,Oval,Fast,Minor,Minor,Partial_Shade,12-Oct,Moderate,5.5 - 7.5,Air Cleaner,"Biomass, Container Garden, Fiber, Food, Oil, Wax, Resin or Polish, Ornamental",
3155,Chica,Fridericia chica,Deciduous Shrub,32,0,0,,"Best is moderately fertile, well-draining soils. Attaches to support via tendrils. ",Pink,,Winter - Summer,Winter - Fall,Coarse,Vine,,,,"Full_Sun, Partial_Shade",12-Oct,"Wet, Moderate",0.0 - 0.0,,"Dye, Insect Repellent, Medicine, Ornamental",
1681,Gaillardia Hybrids,Gaillardia grandiflora,Perennial,30,18,16,Summer,"Best if divided every few years.  Good nectar source for butterflies.  To avoid crown rot, avoid mulching this plant.  CULTIVARS:  ""Goblin"" (12"" height, Red flower w/ yellow borders), ""Burgundy"" (24-30"" height, red flower), ""Dazzler"" (30"" height, yellow f","Orange, Red, Rust, Yellow",Fibrous Deep,Early Summer - Fall,,Medium,Upright,Moderate,Minor,Minor,Full_Sun,10-Feb,"Moderate, Dry",5.5 - 7.9,"Erosion Control, Insectory, Soil Builder",Cut Flower,
2984,String Bamboo,Gigantochloa apus,Grass,70,35,10,All Year,"Clumping bamboo. roots extend horizontally. Can tolerate a variety of soil types, but does best in those that are well-drained. Can tolerate slopes. ",,"Rhizome, Fibrous Shallow",,,Coarse,Clump,Fast,Minor,Minor,Partial_Shade,11-Sep,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Fiber, Food, Ornamental, Wood",
2985,Tropical Black Bamboo,Gigantochloa atroviolacea,Grass,65,35,10,All Year,Clumping bamboo. Rarely flower or are grown from seed. Culm color is more prominent under dry conditions. Roots extend horizontally. ,,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,Full_Sun,11-Sep,"Moderate, Dry",5.5 - 7.5,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Fiber, Food, Ornamental, Wood",
2987,Kunth Guadua Bamboo,Guadua angustifolia 'Kunth',Grass,98,50,8,All Year,Best in soils with moderate fertility and good drainage. Roots extend horizontally. ,,"Fibrous Shallow, Rhizome",,,Coarse,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Mulch Maker, Soil Builder, Soil Cultivator, Wildlife Habitat","Biomass, Compost, Fiber, Wood",
2986,Striped Guadua Bamboo,Guadua angustifolia 'Bicolor',,100,50,8,All Year,"Clumping bamboo. Roots extend horizontally. Particularly resistant to insect and fungal damage. Can grow in a variety of soils, best in those that are well drained. ",,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,Full_Sun,11-Sep,"Wet, Moderate",5.5 - 7.0,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Biomass, Fiber, Ornamental, Wood",
2988,Guadua Velutina Bamboo,Guadua velutina,Grass,50,25,12,All Year,"Clumping bamboo. Roots extend horizontally. Can survive in a range of soil types, best in those that are well-drained. ",,"Fibrous Shallow, Rhizome",,,Medium,Clump,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,Moderate,5.5 - 7.0,"Erosion Control, Mulch Maker, Soil Builder, Wildlife Habitat","Ornamental, Wood",
2924,Okinawa Spinach,Gynura bicolor,Perennial,36,0,0,All Year,Does not set seed. Supplement with compost in sandy soils. Stems will root. ,Orange,,Late Fall - Early Winter,,Coarse,Spreading,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,Moderate,5.6 - 6.5,Groundcover,"Food, Medicine, Ornamental",
3048,Cranberry Hibiscus,Hibiscus acetosella,Perennial,6,6,0,All Year,"Likes fertile, well-drained soil. Generally nematode and insect resistant. Grown as a often self-sowing annual in colder climates. ","Pink, Red",Fibrous Shallow,,,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Aug,Moderate,6.1 - 6.5,Insecticide,"Food, Ornamental",
2881,Chinese Hibiscus,Hibiscus rosa-sinensis,Evergreen Shrub,12,10,5,All Year,"Grown as an annual in cooler climates. Best in rich soils, well-draining soils. Flowers all year under the right conditions. ","Orange, Pink, Red, White, Yellow","Tap, Fibrous Shallow",Early Spring - Late Fall,,Coarse,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,Moderate,5.5 - 6.5,"Hedge, Insectory","Container Garden, Dye, Fiber, Food, Medicine, Ornamental",
3076,Roselle,Hibiscus sabdariffa,Annual,84,74,0,Summer-Fall,Susceptible to root knot nematodes. Can be a short-lived perennial in USDA zones 10 and 11. Blooms in fall in the USA. Fruits may not ripen in temperate regions. Can tolerate a range of soil types. Show photoperiodism. Deep roots. ,"Red, Yellow",Tap,Summer - ?,Fall - Winter,Coarse,,Fast,Major,Medium,Full_Sun,11-Aug,"Wet, Moderate",5.5 - 8.5,"Domestic Animal Forage, Hedge, Insectory","Dye, Fiber, Food, Medicine, Oil, Wax, Resin or Polish, Ornamental",
2157,Sweet Grass,Hierochloe odorata,Grass,18,18,20,Summer,"Green foliage; tan, inconspicuous flower; long 2-3' leaves that lay on the ground; very invasive, needs containment",,Long Rhizome,,,Fine,Upright,Fast,,,Full_Sun,10-Apr,"Wet, Moderate",5.0 - 8.0,Erosion Control,"Aromatics/Fragrance, Medicine, Ornamental",
3227,King of Hearts,Homalomena wallisii,Perennial,12,24,0,All Year,Best in a humid environment and well-draining soils. ,"Cream, Yellow",Rhizome,Late Summer - ?,,Coarse,Clump,Slow,Minor,Minor,"Partial_Shade, Shade",11-Oct,"Wet, Moderate",5.5 - 6.0,Air Cleaner,"Container Garden, Ornamental",
3126,Witch's Teeth,Hosackia gracilis,Perennial,12,24,0,Spring-Summer,Previously known by Lotus formosissimus. Goes dormant under drought conditions; most plants are dormant between August and December in their native habitat. Grows best in well-drained soil. Spreads from rhizomes and stolons. Endangered.,"Pink, Yellow","Short Rhizome, Tap",Early Spring - Summer,Summer,Fine,Matlike,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",10-Aug,"Wet, Moderate",5.5 - 7.0,"Groundcover, Insectory, Nitrogen Fixer","Container Garden, Ornamental",
2882,Ice-cream-bean,Inga edulis,Deciduous Tree,98,0,35,All Year,Pods mostly produced during wet season. Resistant to leaf-cutting ants. No great fruit yield at once; harvest periodically. Dense canopy controls weeds below. ,"White, Yellow",Fibrous Deep,Winter - Spring,,Coarse,Spreading,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Sep,"Wet, Moderate",5.0 - 6.5,"Domestic Animal Forage, Erosion Control, Insectory, Nitrogen Fixer, Reclamator, Soil Builder, Wildlife Food","Biomass, Coppice, Food",
2949,Kangkong,Ipomoea aquatica,Vine,12,840,0,Summer,Best in fertile soils and humid environments. Can be grown as an annual in zones 2-13.,"Pink, Purple, White",Fibrous Deep,Summer - ?,Summer - ?,Medium,Vine,Fast,Minor,Minor,Full_Sun,13-Aug,"Wet, Moderate",5.0 - 7.0,"Domestic Animal Forage, Insectory","Compost, Food, Medicine",
2921,Sweet Potato,Ipomoea batatas,Perennial,12,120,10,All Year,Rarely flowers. Often grown as an annual.  Best in medium well-drained soil. ,"Pink, Purple",Tuber,Summer - ?,Fall - ?,Coarse,Creeping,Fast,Minor,Medium,Full_Sun,11-Sep,"Wet, Moderate",5.0 - 7.0,"Domestic Animal Forage, Groundcover","Container Garden, Food, Hanging Basket, Medicine, Ornamental",
2097,Morning Glory,Ipomoea purpurea,Annual,120,20,0,Summer,"Easily grown on average, well-drained soils. Prefers full sun. Needs to be grown on a support structure. Spreads through seed production. Stand persistence varies with habitat. ","Purple, White",Fibrous Shallow,Late Spring - Early Fall,Summer - ?,Medium,Vine,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Feb,Moderate,6.0 - 8.0,"Insectory, Wildlife Food","Container Garden, Hanging Basket, Medicine, Ornamental",
1715,Bearded Iris,Iris hybrida,Perennial,36,30,5,Spring,Can grow in very light shade and needs well-drained soil. Handling roots can cause dermatitis.  Flowering will be marginal first year after planting. Tolerant of proximity to black walnut trees. Divide rhizome in late summer. ,"Blue, Lavender, Pink, Purple, Red, Rose, White, Yellow","Bulb, Rhizome",Late Spring - Summer,Summer - ?,Medium,Upright,Moderate,Major,Minor,Full_Sun,10-Mar,"Moderate, Dry",6.0 - 7.5,Erosion Control,"Cut Flower, Ornamental",
3176,"Galanga, Sand Ginger",Kaempferia galanga,Perennial,12,12,0,Spring-Summer,Need high humidity. ,"Purple, White",Rhizome,Spring - Summer,,Coarse,Matlike,Slow,,,Partial_Shade,10-Aug,"Wet, Moderate",6.1 - 6.5,Insecticide,"Container Garden, Essential Oil, Food, Medicine, Ornamental",
3243,Flaming Katy,Kalanchoe blossfeldiana,Perennial,18,18,0,Winter,Needs well-draining soils. Flowering cued by light exposure. Reduce watering during dormancy. ,"Orange, Pink, Purple, Red, White, Yellow",Fibrous Shallow,Late Fall - Early Spring,,Medium,Upright,Slow,,,"Full_Sun, Partial_Shade",12-Aug,"Moderate, Dry",5.0 - 6.5,"Air Cleaner, Groundcover, Wildlife Food","Container Garden, Ornamental",
3169,Air Plant,Kalanchoe pinnatum,Perennial,47,0,0,,Has adventitious roots. Best in well-draining soil. ,"Green, Pink, Red, Yellow",,Winter - Spring,,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Oct,Moderate,6.1 - 7.8,Wildlife Food,"Container Garden, Medicine, Ornamental",
3117,Lablab Bean (Hyacinth Bean),Lablab purpureus,Vine,20,6,24,Spring-Fall,Grown as an annual in cool climates. It grows best with a sturdy support structure. Needs well-drained soil.,"Purple, Rose",Tap,Late Spring - Late Summer,Summer - Fall,Coarse,Vine,Fast,Medium,Medium,"Full_Sun, Partial_Shade",11-Oct,Moderate,4.5 - 7.5,"Domestic Animal Forage, Groundcover, Nitrogen Fixer, Soil Builder, Soil Cultivator, Wildlife Food","Aromatics/Fragrance, Container Garden, Cut Flower, Food, Medicine, Ornamental",
2915,Monkey Pot,Lecythis pisonis,Deciduous Tree,130,100,0,,"Also known as cream nut and sapucaia. Seeds mature 11-18 months after flowering. Flowering can be sporadic, with some trees producing only every other year or every 5 years. ","Purple, Rose",,Spring - Summer,Summer - ?,Coarse,Globe,Moderate,Minor,Minor,"Full_Sun, Partial_Shade",12-Sep,"Wet, Moderate",5.0 - 6.0,"Insectory, Reclamator, Soil Builder, Wildlife Food","Food, Medicine, Ornamental, Soap, Wood",
1686,Duckweed,Lemna minor,Perennial,1,2,,Summer,"Aquatic community.  Floating plant.  In quiet waters, will form a thick floating mat.  Excellent forage for waterfowl.  Can be aggressive in high nutrient situations.  An aquatic plant management (APM) permit from the DNR is required to physically remove",,Fibrous Shallow,Early Summer - Summer,,Fine,,Fast,Minor,Minor,"Partial_Shade, Shade",10-Apr,Wet,4.0 - 7.0,"Nurse, Water Purifier",,
2883,White Leadtree,Leucaena leucocephala,Deciduous Tree,65,35,195,,Shade tolerant when young. Often has flowers along with immature and mature pods simultaneously; flowers/fruits throughout the year with sufficient moisture. Flowers self-fertile.,Cream,"Tap, Fibrous Deep",,,Medium,Upright,Fast,Medium,Medium,"Full_Sun, Partial_Shade",12-Sep,"Moderate, Dry",6.0 - 7.7,"Domestic Animal Forage, Erosion Control, Hedge, Nitrogen Fixer, Reclamator, Soil Builder, Soil Cultivator, Wildlife Food, Windbreak","Biomass, Coppice, Dye, Fiber, Ornamental, Wood",
2548,Marsh Blazingstar,Liatris spicata,Perennial,53,18,14,Summer-Fall,"Marsh Blazingstar is an attractive plant while in bloom, resembling a magic wand.",Purple,Short Rhizome,Summer - Early Fall,,Medium,Upright,Slow,Minor,Minor,"Full_Sun, Partial_Shade",10-Mar,Moderate,5.6 - 7.5,"Insectory, Wildlife Food","Cut Flower, Insect Repellent, Medicine",
2947,Mexican Oregano,Lippia graveolens,Deciduous Shrub,6,5,0,Spring-Fall,Intolerant of humidity. Grows well with Turnera diffusa. ,"White, Yellow",,Spring - Fall,Fall - ?,Medium,Arching,Fast,Minor,Minor,Full_Sun,11-Sep,Dry,5.8 - 6.5,"Insectory, Wildlife Food","Aromatics/Fragrance, Container Garden, Essential Oil, Food, Medicine, Ornamental",
3231,Lily Turf,Liriope spicata,Perennial,18,24,12,Summer-Fall,"Best in well-draining soils. Spreads aggressively, but less so in full shade. Tolerates root competition from trees. ","Lavender, White","Long Rhizome, Fibrous Deep",Late Summer - Early Fall,Fall - Winter,Fine,Creeping,Fast,Minor,Minor,"Full_Sun, Partial_Shade, Shade",10-Apr,Moderate,4.5 - 6.0,"Air Cleaner, Erosion Control, Groundcover, Wildlife Habitat","Cut Flower, Food, Medicine, Ornamental",
2884,Lychee,Litchi chinensis,Evergreen Tree,30,25,0,All Year,"Best in fertile, well-drained soil. Brief cool dry period improves blooming/fruiting. ~100 days bloom to harvest. May grow up to 100ft in native habitat. Sensitive to over fertilization. No tap root develops with air layering.","Cream, Yellow","Tap, Fibrous Shallow",Late Winter - Spring,Spring - Fall,Medium,Rounded,Slow,Minor,Minor,Full_Sun,11-Oct,"Wet, Moderate",5.5 - 6.5,"Insectory, Wildlife Food","Dye, Food, Medicine, Ornamental, Wood",
1790,Moneywort,Lysimachia nummularia,Perennial,8,24,4,Summer,Long stems are procumbent to ascending.  This plant is very invasive in lowland forests.,Yellow,Stolon,Late Spring - Summer,,Medium,Spreading,Moderate,,,"Full_Sun, Partial_Shade, Shade",10-Apr,"Wet, Moderate",6.0 - 8.0,Erosion Control,Medicine,
2519,Winged Loosestrife,Lythrum alatum,Perennial,48,24,0,Summer,"This native perennial plant is up to 3' tall, branching occasionally from the lower half of the central stem.","Pink, Purple",Tap,Late Spring - Early Fall,,Medium,Upright,,Minor,Minor,"Full_Sun, Partial_Shade",10-Mar,"Wet, Moderate",4.0 - 9.0,Insectory,,
2885,Macadamia Nut,Macadamia integrifolia,Evergreen Tree,60,40,0,All Year,Prefers rich soils. Avoid planting on slopes. Optimum conditions vary significantly from survival limits. Produces in 3 years when grafted. Resistant to oak root fungus. Can tolerate low humidity. ,"Cream, Pink","Tap, Fibrous Shallow",Winter - Spring,Summer - Fall,Coarse,Spreading,Moderate,Minor,Minor,Full_Sun,11-Sep,"Wet, Moderate",5.0 - 6.0,"Insectory, Soil Builder, Wildlife Food","Biomass, Dye, Essential Oil, Food, Ornamental, Wood",
2886,Mammee Apple,Mammea americana,Evergreen Tree,65,0,0,All Year,"Best in rich soils. Male, female, and hermaphrodite flowers appear on the same or different trees. Produces two crops per year in some locations. Adaptable to shallow soils. Vegetative propagation preferred for earlier fruiting. ","Orange, White",Fibrous Deep,Early Spring - Fall,Spring - Summer,Coarse,Oval,Slow,Minor,Minor,Full_Sun,11-Oct,"Wet, Moderate",5.0 - 7.0,"Erosion Control, Insecticide, Insectory, Windbreak","Biomass, Coppice, Dye, Food, Ornamental, Wood",
2888,Cassava,Manihot esculenta,Deciduous Shrub,20,20,8,,Best in well-drained soils. Evergreen in zones 10-12. Cultivated as an annual. Blooms throughout the year. Separated into bitter and sweet varieties.,"Green, White",Tuber,,,Medium,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",12-Aug,Moderate,5.0 - 8.0,"Chemical Barrier, Domestic Animal Forage","Biomass, Container Garden, Fiber, Food, Soap",
2889,Sapodilla,Manilkara zapota,Evergreen Tree,60,45,60,All Year,,Cream,Fibrous Deep,,Spring - Summer,Coarse,Rounded,Slow,Minor,Minor,Full_Sun,11-Oct,Moderate,4.0 - 7.0,"Hedge, Insectory, Wildlife Food","Dye, Food, Medicine, Ornamental, Wood",
2943,Moringa,Moringa oleifera,Deciduous Tree,50,0,0,,"Can flower and fruit continuously or twice a year. Often grown as an annual. prefers deep soil. Tolerant of bacteria, fungus, mycobacteria, and laterite. Bears pods in as early as 6 months when planted from limb cuttings. Takes about 3 years to fruit","Cream, White",Tap,,,Fine,Umbrella,Fast,Minor,Minor,Full_Sun,11-Oct,"Moderate, Dry",5.5 - 7.0,"Domestic Animal Forage, Erosion Control, Hedge, Insectory, Mulch Maker, Water Purifier","Aromatics/Fragrance, Biomass, Coppice, Dye, Fiber, Food, Ornamental, Pollard, Wood",
2748,Weeping Mulberry,Morus alba 'Chaparral',Deciduous Tree,12,15,24,Spring-Summer,Bright green leaves with slender weeping branches. Fruitless.,Green,"Tap, Fibrous Deep",Late Spring - Early Summer,,Medium,Weeping,Fast,Minor,Minor,,10-May,"Wet, Moderate, Dry",5.0 - 7.0,Wildlife Food,Ornamental,
2402,White Mulberry,Morus alba 'White Mulberry',Deciduous Tree,50,40,24,Spring-Summer,"Resembling blackberries in shape, cylindrical, 1 to 1 ´_ inch long, fleshy multiple of drupes, pale pink to dark red, not as juicy as red mulberry, maturing in June to August; unripe fruit is a known stomach irritant. Wind pollinated. Tolerates juglone.",,"Tap, Fibrous Deep",Spring - Late Spring,Spring - Summer,Medium,Rounded,Fast,,,"Full_Sun, Partial_Shade",10-Mar,"Moderate, Dry",5.0 - 7.0,"Domestic Animal Forage, Erosion Control, Wildlife Food, Wildlife Habitat","Coppice, Dye, Fiber, Food, Medicine, Ornamental, Pollard, Wood",
2893,Curry Leaf Plant,Murraya koenigii,Evergreen Shrub,15,12,0,,"Best in rich, well-drained soils. Can be overwintered indoors in cooler climates. Blooms irregularly throughout the year, depending on location.  ",White,Fibrous Shallow,,,Medium,Rounded,Slow,Minor,Minor,"Full_Sun, Partial_Shade",12-Oct,Moderate,5.5 - 6.5,Hedge,"Essential Oil, Food, Medicine, Ornamental, Soap, Wood",
3025,Banana,Musa paradisiaca,Grass,300,120,80,,"Best in organically rich, well-drained soils. Heavy feeder. There are many cultivars that range in characteristics and tolerances. Diseases and pests minor outside of the tropics. Adventitious roots that extend horizontally. Tolerates only light shade. 80","Purple, Red, Yellow","Rhizome, Fibrous Shallow",,,Coarse,Umbrella,Fast,Medium,Medium,Full_Sun,11-Aug,Moderate,5.5 - 6.5,"Domestic Animal Forage, Mulch Maker","Container Garden, Dye, Fiber, Food, Medicine, Ornamental, Soap",
3228,"Banana, Cavendish",Musa acuminata,Grass,240,120,80,All Year,"Synonym: Musa cavendishii. Best in organically rich, well-drained soils. There are various ways to overwinter in cooler climates. Suckering. Progenitor of A-genome bananas.","Cream, Yellow","Rhizome, Fibrous Shallow",Summer - ?,,Coarse,Upright,Fast,Minor,Minor,"Full_Sun, Partial_Shade",11-Oct,Moderate,5.5 - 7.5,"Air Cleaner, Domestic Animal Forage","Container Garden, Food, Medicine, Oil, Wax, Resin or Polish, Ornamental",
3057,Southern Wax Myrtle,Myrica cerifera,Evergreen Shrub,25,25,0,All Year,blooms and fruits year round.Is dioecious in flowering. Does not tolerate long term immersion of roots in salt water.,White,Fibrous Shallow,Early Spring - Late Winter,Summer - Fall,Fine,Rounded,,Medium,Medium,"Full_Sun, Partial_Shade",11-Jul,"Wet, Moderate",5.5 - 7.2,"Insectory, Nitrogen Fixer, Reclamator, Wildlife Food","Container Garden, Medicine",
3164,Nutmeg,Myristica fragrans,Evergreen Tree,35,40,300,All Year,Fruits ripen 150-180 days after flowering. Not strictly dioecious. Benefits from partial shade when young. Best in deep fertile soils. Harvest all year in season-less climates. ,"Cream, Yellow","Fibrous Shallow, Tap",,,Coarse,Upright,Slow,Minor,Minor,"Full_Sun, Partial_Shade",11-Oct,"Wet, Moderate",6.5 - 7.5,Wildlife Food,"Aromatics/Fragrance, Essential Oil, Food, Insect Repellent, Medicine",
