Species,Common Names,Ranking,Plant Type,Plant Url
Camassia leichtlinii ssp. suksdorfii,Suksdorf's Large Camas,,Perennial herb,http://calscape.org/Camassia-leichtlinii-ssp.-suksdorfii-(Suksdorf's-Large-Camas)
Camassia quamash,Common Camas,,Perennial herb,http://calscape.org/Camassia-quamash-(Common-Camas)
Camassia quamash ssp. breviflora,Smallflowered Camas,,Perennial herb,http://calscape.org/Camassia-quamash-ssp.-breviflora-(Smallflowered-Camas)
Camissonia benitensis,San Benito Evening-primrose,,Annual herb,http://calscape.org/Camissonia-benitensis-(San-Benito-Evening-primrose)
Camissonia campestris,,,Annual herb,http://calscape.org/Camissonia-campestris-()
Camissonia campestris ssp. campestris,,,Annual herb,http://calscape.org/Camissonia-campestris-ssp.-campestris-()
Camissonia contorta,,,Annual herb,http://calscape.org/Camissonia-contorta-()
Camissonia integrifolia,Kern River Evening-primrose,,Annual herb,http://calscape.org/Camissonia-integrifolia-(Kern-River-Evening-primrose)
Camissonia kernensis,,,Annual herb,http://calscape.org/Camissonia-kernensis-()
Camissonia kernensis ssp. gilmanii,,,Annual herb,http://calscape.org/Camissonia-kernensis-ssp.-gilmanii-()
Camissonia kernensis ssp. kernensis,Kern County Evening-primrose,,Annual herb,http://calscape.org/Camissonia-kernensis-ssp.-kernensis-(Kern-County-Evening-primrose)
Camissonia lacustris,,,Annual herb,http://calscape.org/Camissonia-lacustris-()
Camissonia parvula,,,Annual herb,http://calscape.org/Camissonia-parvula-()
Camissonia pubens,,,Annual herb,http://calscape.org/Camissonia-pubens-()
Camissonia pusilla,,,Annual herb,http://calscape.org/Camissonia-pusilla-()
Camissonia sierrae,,,Annual herb,http://calscape.org/Camissonia-sierrae-()
Camissonia sierrae ssp. alticola,Mono Hot Springs Evening-primrose,,Annual herb,http://calscape.org/Camissonia-sierrae-ssp.-alticola-(Mono-Hot-Springs-Evening-primrose)
Camissonia sierrae ssp. sierrae,Yosemite Evening-primrose,,Annual herb,http://calscape.org/Camissonia-sierrae-ssp.-sierrae-(Yosemite-Evening-primrose)
Camissonia strigulosa,,,Annual herb,http://calscape.org/Camissonia-strigulosa-()
Camissoniopsis bistorta,California Sun Cup,,Annual herb,http://calscape.org/Camissoniopsis-bistorta-(California-Sun-Cup)
Camissoniopsis cheiranthifolia,Beach Primrose,,Perennial herb,http://calscape.org/Camissoniopsis-cheiranthifolia-(Beach-Primrose)
Camissoniopsis cheiranthifolia ssp. cheiranthifolia,Beach Evening Primrose,,Annual herb,http://calscape.org/Camissoniopsis-cheiranthifolia-ssp.-cheiranthifolia-(Beach-Evening-Primrose)
Camissoniopsis cheiranthifolia ssp. suffruticosa,,,Perennial herb,http://calscape.org/Camissoniopsis-cheiranthifolia-ssp.-suffruticosa-()
Camissoniopsis confusa,,,Annual herb,http://calscape.org/Camissoniopsis-confusa-()
Camissoniopsis guadalupensis,,,Annual herb,http://calscape.org/Camissoniopsis-guadalupensis-()
Camissoniopsis guadalupensis ssp. clementina,San Clemente Island Evening-primrose,,Annual herb,http://calscape.org/Camissoniopsis-guadalupensis-ssp.-clementina-(San-Clemente-Island-Evening-primrose)
Camissoniopsis hardhamiae,Hardham's Evening-primrose,,Annual herb,http://calscape.org/Camissoniopsis-hardhamiae-(Hardham's-Evening-primrose)
Camissoniopsis hirtella,,,Annual herb,http://calscape.org/Camissoniopsis-hirtella-()
Camissoniopsis ignota,Jurupa Hills Sun Cups,,Annual herb,http://calscape.org/Camissoniopsis-ignota-(Jurupa-Hills-Sun-Cups)
Camissoniopsis intermedia,,,Annual herb,http://calscape.org/Camissoniopsis-intermedia-()
Camissoniopsis lewisii,Lewis' Evening-primrose,,Annual herb,http://calscape.org/Camissoniopsis-lewisii-(Lewis'-Evening-primrose)
Camissoniopsis luciae,,,Annual herb,http://calscape.org/Camissoniopsis-luciae-()
Camissoniopsis micrantha,Small Flowered Evening Primrose,,Annual herb,http://calscape.org/Camissoniopsis-micrantha-(Small-Flowered-Evening-Primrose)
Camissoniopsis pallida,Paleyellow Suncup,,Annual herb,http://calscape.org/Camissoniopsis-pallida-(Paleyellow-Suncup)
Camissoniopsis pallida ssp. hallii,,,Annual herb,http://calscape.org/Camissoniopsis-pallida-ssp.-hallii-()
Camissoniopsis pallida ssp. pallida,,,Annual herb,http://calscape.org/Camissoniopsis-pallida-ssp.-pallida-()
Camissoniopsis robusta,,,Annual herb,http://calscape.org/Camissoniopsis-robusta-()
Campanula angustiflora,,,Perennial herb,http://calscape.org/Campanula-angustiflora-()
Campanula californica,Swamp Harebell,,Perennial herb,http://calscape.org/Campanula-californica-(Swamp-Harebell)
Campanula exigua,Chaparral Harebell,,Perennial herb,http://calscape.org/Campanula-exigua-(Chaparral-Harebell)
Campanula griffinii,,,Perennial herb,http://calscape.org/Campanula-griffinii-()
Campanula rotundifolia,Round Leaf Harebell,,Perennial herb,http://calscape.org/Campanula-rotundifolia-(Round-Leaf-Harebell)
Campanula scabrella,Rough Harebell,,Perennial herb,http://calscape.org/Campanula-scabrella-(Rough-Harebell)
Campanula scouleri,Scouler's Harebell,,Perennial herb,http://calscape.org/Campanula-scouleri-(Scouler's-Harebell)
Campanula sharsmithiae,Sharsmith's Harebell,,Perennial herb,http://calscape.org/Campanula-sharsmithiae-(Sharsmith's-Harebell)
Campanula shetleri,Castle Crags Harebell,,Perennial herb,http://calscape.org/Campanula-shetleri-(Castle-Crags-Harebell)
Campanula wilkinsiana,Wilkins' Harebell,,Perennial herb,http://calscape.org/Campanula-wilkinsiana-(Wilkins'-Harebell)
Canbya candida,White Pygmy-poppy,,Annual herb,http://calscape.org/Canbya-candida-(White-Pygmy-poppy)
Cardamine angulata,,,Perennial herb,http://calscape.org/Cardamine-angulata-()
Cardamine bellidifolia,,,Perennial herb,http://calscape.org/Cardamine-bellidifolia-()
Cardamine breweri,,,Perennial herb,http://calscape.org/Cardamine-breweri-()
Cardamine californica,"Milk Maids, Tooth Wort",,Perennial herb,"http://calscape.org/Cardamine-californica-(Milk-Maids,-Tooth-Wort)"
Cardamine cordifolia,,,Perennial herb,http://calscape.org/Cardamine-cordifolia-()
Cardamine nuttallii,,,Perennial herb,http://calscape.org/Cardamine-nuttallii-()
Cardamine oligosperma,,,Perennial herb,http://calscape.org/Cardamine-oligosperma-()
Cardamine pachystigma,Rock Toothwort,,Perennial herb,http://calscape.org/Cardamine-pachystigma-(Rock-Toothwort)
Cardamine pensylvanica,,,Perennial herb,http://calscape.org/Cardamine-pensylvanica-()
Cardionema ramosissimum,Sandcarpet,,Perennial herb,http://calscape.org/Cardionema-ramosissimum-(Sandcarpet)
Carex abrupta,Abrupt-beaked Sedge,,Grasses,http://calscape.org/Carex-abrupta-(Abrupt-beaked-Sedge)
Carex alma,Sturdy Sedge,,Grasses,http://calscape.org/Carex-alma-(Sturdy-Sedge)
Carex amplifolia,Big Leaf Sedge,,Grasses,http://calscape.org/Carex-amplifolia-(Big-Leaf-Sedge)
Carex angustata,Wide Fruit Sedge,,Grasses,http://calscape.org/Carex-angustata-(Wide-Fruit-Sedge)
Carex aquatilis,Water Sedge,,Grasses,http://calscape.org/Carex-aquatilis-(Water-Sedge)
Carex aquatilis var. aquatilis,Water Sedge,,Grasses,http://calscape.org/Carex-aquatilis-var.-aquatilis-(Water-Sedge)
Carex aquatilis var. dives,Sitka Sedge,,Grasses,http://calscape.org/Carex-aquatilis-var.-dives-(Sitka-Sedge)
Carex arcta,Bear Sedge,,Grasses,http://calscape.org/Carex-arcta-(Bear-Sedge)
Carex atherodes,Wheat Sedge,,Grasses,http://calscape.org/Carex-atherodes-(Wheat-Sedge)
Carex athrostachya,Slender Beak Sedge,,Grasses,http://calscape.org/Carex-athrostachya-(Slender-Beak-Sedge)
Carex aurea,Golden Sedge,,Grasses,http://calscape.org/Carex-aurea-(Golden-Sedge)
Carex barbarae,Valley Sedge,,Grasses,http://calscape.org/Carex-barbarae-(Valley-Sedge)
Carex bolanderi,Bolander's Sedge,,Grasses,http://calscape.org/Carex-bolanderi-(Bolander's-Sedge)
Carex brainerdii,Brainerd's Sedge,,Grasses,http://calscape.org/Carex-brainerdii-(Brainerd's-Sedge)
Carex brevicaulis,Short Stem Sedge,,Grasses,http://calscape.org/Carex-brevicaulis-(Short-Stem-Sedge)
Carex breweri,Brewer's Sedge,,Grasses,http://calscape.org/Carex-breweri-(Brewer's-Sedge)
Carex buxbaumii,Buxbaum's Sedge,,Grasses,http://calscape.org/Carex-buxbaumii-(Buxbaum's-Sedge)
Carex californica,California Sedge,,Grasses,http://calscape.org/Carex-californica-(California-Sedge)
Carex canescens,,,Grasses,http://calscape.org/Carex-canescens-()
Carex capitata,Capitate Sedge,,Grasses,http://calscape.org/Carex-capitata-(Capitate-Sedge)
Carex comosa,Bristly Sedge,,Grasses,http://calscape.org/Carex-comosa-(Bristly-Sedge)
Carex concinnoides,Northwestern Sedge,,Grasses,http://calscape.org/Carex-concinnoides-(Northwestern-Sedge)
Carex congdonii,Congdon's Sedge,,Grasses,http://calscape.org/Carex-congdonii-(Congdon's-Sedge)
Carex cusickii,Cusick's Sedge,,Grasses,http://calscape.org/Carex-cusickii-(Cusick's-Sedge)
Carex davyi,Davy's Sedge,,Grasses,http://calscape.org/Carex-davyi-(Davy's-Sedge)
Carex deflexa,,,Grasses,http://calscape.org/Carex-deflexa-()
Carex deflexa var. boottii,Mountain Mat Sedge,,Grasses,http://calscape.org/Carex-deflexa-var.-boottii-(Mountain-Mat-Sedge)
Carex densa,Dudley's Sedge,,Grasses,http://calscape.org/Carex-densa-(Dudley's-Sedge)
Carex deweyana,Dewey Sedge,,Grasses,http://calscape.org/Carex-deweyana-(Dewey-Sedge)
Carex diandra,Lesser Panicled Sedge,,Grasses,http://calscape.org/Carex-diandra-(Lesser-Panicled-Sedge)
Carex disperma,Two-seeded Sedge,,Grasses,http://calscape.org/Carex-disperma-(Two-seeded-Sedge)
Carex douglasii,Douglas' Sedge,,Grasses,http://calscape.org/Carex-douglasii-(Douglas'-Sedge)
Carex duriuscula,Spikeletrush Sedge,,Grasses,http://calscape.org/Carex-duriuscula-(Spikeletrush-Sedge)
Carex echinata,Bristle Fruit Sedge,,Grasses,http://calscape.org/Carex-echinata-(Bristle-Fruit-Sedge)
Carex echinata ssp. echinata,Star Sedge,,Grasses,http://calscape.org/Carex-echinata-ssp.-echinata-(Star-Sedge)
Carex echinata ssp. phyllomanica,Coastal Star Sedge,,Grasses,http://calscape.org/Carex-echinata-ssp.-phyllomanica-(Coastal-Star-Sedge)
Carex exsiccata,Western Blister Sedge,,Grasses,http://calscape.org/Carex-exsiccata-(Western-Blister-Sedge)
Carex feta,Greensheath Sedge,,Grasses,http://calscape.org/Carex-feta-(Greensheath-Sedge)
Carex filifolia,Thread Leaf Sedge,,Grasses,http://calscape.org/Carex-filifolia-(Thread-Leaf-Sedge)
Carex filifolia var. erostrata,Sagebrush Sedge,,Grasses,http://calscape.org/Carex-filifolia-var.-erostrata-(Sagebrush-Sedge)
Carex fissuricola,Cleft Sedge,,Grasses,http://calscape.org/Carex-fissuricola-(Cleft-Sedge)
Carex fracta,Fragile-sheathed Sedge,,Grasses,http://calscape.org/Carex-fracta-(Fragile-sheathed-Sedge)
Carex geyeri,Elk Sedge,,Grasses,http://calscape.org/Carex-geyeri-(Elk-Sedge)
Carex globosa,Round Fruit Sedge,,Grasses,http://calscape.org/Carex-globosa-(Round-Fruit-Sedge)
Carex gracilior,Slender Sedge,,Grasses,http://calscape.org/Carex-gracilior-(Slender-Sedge)
Carex gynodynama,Olney's Hairy Sedge,,Grasses,http://calscape.org/Carex-gynodynama-(Olney's-Hairy-Sedge)
Carex halliana,Oregon Sedge,,Grasses,http://calscape.org/Carex-halliana-(Oregon-Sedge)
Carex harfordii,Harford's Sedge,,Grasses,http://calscape.org/Carex-harfordii-(Harford's-Sedge)
Carex hassei,Hasse's Sedge,,Grasses,http://calscape.org/Carex-hassei-(Hasse's-Sedge)
Carex haydeniana,Cloud Sedge,,Grasses,http://calscape.org/Carex-haydeniana-(Cloud-Sedge)
Carex helleri,Heller's Sedge,,Grasses,http://calscape.org/Carex-helleri-(Heller's-Sedge)
Carex hendersonii,Timber or Henderson's Sedge,,Grasses,http://calscape.org/Carex-hendersonii-(Timber-Or-Henderson's-Sedge)
Carex heteroneura,Smooth Nerve Sedge,,Grasses,http://calscape.org/Carex-heteroneura-(Smooth-Nerve-Sedge)
Carex hirtissima,Fuzzy Sedge,,Grasses,http://calscape.org/Carex-hirtissima-(Fuzzy-Sedge)
Carex hoodii,Hood's Sedge,,Grasses,http://calscape.org/Carex-hoodii-(Hood's-Sedge)
Carex hystericina,Bottlebrush Sedge,,Grasses,http://calscape.org/Carex-hystericina-(Bottlebrush-Sedge)
Carex idahoa,Idaho Sedge,,Grasses,http://calscape.org/Carex-idahoa-(Idaho-Sedge)
Carex illota,Sheep Sedge,,Grasses,http://calscape.org/Carex-illota-(Sheep-Sedge)
Carex incurviformis,Mount Dana or Incurved Sedge,,Grasses,http://calscape.org/Carex-incurviformis-(Mount-Dana-Or-Incurved-Sedge)
Carex inops,Long-Stolon Sedge,,Grasses,http://calscape.org/Carex-inops-(Long-Stolon-Sedge)
Carex inops ssp. inops,Long Stolon Sedge,,Grasses,http://calscape.org/Carex-inops-ssp.-inops-(Long-Stolon-Sedge)
Carex integra,Smooth-beaked Sedge,,Grasses,http://calscape.org/Carex-integra-(Smooth-beaked-Sedge)
Carex interior,Inland Sedge,,Grasses,http://calscape.org/Carex-interior-(Inland-Sedge)
Carex jonesii,Jones' Sedge,,Grasses,http://calscape.org/Carex-jonesii-(Jones'-Sedge)
Carex laeviculmis,Smoothstem Sedge,,Grasses,http://calscape.org/Carex-laeviculmis-(Smoothstem-Sedge)
Carex lasiocarpa,Slender Sedge,,Grasses,http://calscape.org/Carex-lasiocarpa-(Slender-Sedge)
Carex lemmonii,Lemmon's Sedge,,Grasses,http://calscape.org/Carex-lemmonii-(Lemmon's-Sedge)
Carex lenticularis,Lakeshore Sedge,,Grasses,http://calscape.org/Carex-lenticularis-(Lakeshore-Sedge)
Carex lenticularis var. impressa,Tarn Sedge,,Grasses,http://calscape.org/Carex-lenticularis-var.-impressa-(Tarn-Sedge)
Carex lenticularis var. limnophila,Lagoon Sedge,,Grasses,http://calscape.org/Carex-lenticularis-var.-limnophila-(Lagoon-Sedge)
Carex lenticularis var. lipocarpa,Kellogg's Sedge,,Grasses,http://calscape.org/Carex-lenticularis-var.-lipocarpa-(Kellogg's-Sedge)
Carex leporina,Eggbract Sedge,,Grasses,http://calscape.org/Carex-leporina-(Eggbract-Sedge)
Carex leporinella,Bog Hare Sedge,,Grasses,http://calscape.org/Carex-leporinella-(Bog-Hare-Sedge)
Carex leptalea,Bristle-stalked Sedge,,Grasses,http://calscape.org/Carex-leptalea-(Bristle-stalked-Sedge)
Carex leptopoda,Shorter Scaled Sedge,,Grasses,http://calscape.org/Carex-leptopoda-(Shorter-Scaled-Sedge)
Carex limosa,Mud Sedge,,Grasses,http://calscape.org/Carex-limosa-(Mud-Sedge)
Carex livida,Livid Sedge,,Grasses,http://calscape.org/Carex-livida-(Livid-Sedge)
Carex luzulifolia,Little-leaved Sedge,,Grasses,http://calscape.org/Carex-luzulifolia-(Little-leaved-Sedge)
Carex luzulina,Woodrush Sedge,,Grasses,http://calscape.org/Carex-luzulina-(Woodrush-Sedge)
Carex lyngbyei,Lyngbye's Sedge,,Grasses,http://calscape.org/Carex-lyngbyei-(Lyngbye's-Sedge)
Carex mariposana,Mariposa Sedge,,Grasses,http://calscape.org/Carex-mariposana-(Mariposa-Sedge)
Carex mendocinensis,Mendocino Sedge,,Grasses,http://calscape.org/Carex-mendocinensis-(Mendocino-Sedge)
Carex mertensii,Mertens' Sedge,,Grasses,http://calscape.org/Carex-mertensii-(Mertens'-Sedge)
Carex microptera,Small Wing Sedge,,Grasses,http://calscape.org/Carex-microptera-(Small-Wing-Sedge)
Carex multicaulis,Stick Sedge,,Grasses,http://calscape.org/Carex-multicaulis-(Stick-Sedge)
Carex multicostata,Many-ribbed Sedge,,Grasses,http://calscape.org/Carex-multicostata-(Many-ribbed-Sedge)
Carex nebrascensis,Nebraska Sedge,,Grasses,http://calscape.org/Carex-nebrascensis-(Nebraska-Sedge)
Carex nervina,Sierra Nerved Sedge,,Grasses,http://calscape.org/Carex-nervina-(Sierra-Nerved-Sedge)
Carex neurophora,Veined or Alpine Nerved Sedge,,Grasses,http://calscape.org/Carex-neurophora-(Veined-Or-Alpine-Nerved-Sedge)
Carex nigricans,Black Alpine Sedge,,Grasses,http://calscape.org/Carex-nigricans-(Black-Alpine-Sedge)
Carex nudata,Dudley's Sedge,,Grasses,http://calscape.org/Carex-nudata-(Dudley's-Sedge)
Carex obispoensis,San Luis Obispo Sedge,,Grasses,http://calscape.org/Carex-obispoensis-(San-Luis-Obispo-Sedge)
Carex obnupta,Slough Sedge,,Grasses,http://calscape.org/Carex-obnupta-(Slough-Sedge)
Carex occidentalis,Western Sedge,,Grasses,http://calscape.org/Carex-occidentalis-(Western-Sedge)
Carex orestera,Boulder Sedge,,Grasses,http://calscape.org/Carex-orestera-(Boulder-Sedge)
Carex pachystachya,Chamisso Sedge,,Grasses,http://calscape.org/Carex-pachystachya-(Chamisso-Sedge)
Carex pansa,Sand Dune Sedge,,Grasses,http://calscape.org/Carex-pansa-(Sand-Dune-Sedge)
Carex pellita,Woolly Sedge,,Grasses,http://calscape.org/Carex-pellita-(Woolly-Sedge)
Carex petasata,Liddon's Sedge,,Grasses,http://calscape.org/Carex-petasata-(Liddon's-Sedge)
Carex phaeocephala,Dunhead Sedge,,Grasses,http://calscape.org/Carex-phaeocephala-(Dunhead-Sedge)
Carex praeceptorum,Teacher Sedge,,Grasses,http://calscape.org/Carex-praeceptorum-(Teacher-Sedge)
Carex praegracilis,Clustered Field Sedge,,Grass,http://calscape.org/Carex-praegracilis-(Clustered-Field-Sedge)
Carex praticola,Northern Meadow Sedge,,Grasses,http://calscape.org/Carex-praticola-(Northern-Meadow-Sedge)
Carex preslii,Presl's Sedge,,Grasses,http://calscape.org/Carex-preslii-(Presl's-Sedge)
Carex proposita,Potato Chip Sedge,,Grasses,http://calscape.org/Carex-proposita-(Potato-Chip-Sedge)
Carex raynoldsii,Raynold's Sedge,,Grasses,http://calscape.org/Carex-raynoldsii-(Raynold's-Sedge)
Carex rossii,Ross Sedge,,Grasses,http://calscape.org/Carex-rossii-(Ross-Sedge)
Carex saliniformis,Deceiving Sedge,,Grasses,http://calscape.org/Carex-saliniformis-(Deceiving-Sedge)
Carex sartwelliana,Sartwell's or Yosemite Sedge,,Grasses,http://calscape.org/Carex-sartwelliana-(Sartwell's-Or-Yosemite-Sedge)
Carex scabriuscula,Siskiyou Sedge,,Grasses,http://calscape.org/Carex-scabriuscula-(Siskiyou-Sedge)
Carex schottii,Schott's Sedge,,Grasses,http://calscape.org/Carex-schottii-(Schott's-Sedge)
Carex scirpoidea,Northern Singlespike Sedge,,Grasses,http://calscape.org/Carex-scirpoidea-(Northern-Singlespike-Sedge)
Carex scirpoidea ssp. pseudoscirpoidea,Western Single-spiked Sedge,,Grasses,http://calscape.org/Carex-scirpoidea-ssp.-pseudoscirpoidea-(Western-Single-spiked-Sedge)
Carex scoparia,Pointed Broom Sedge,,Grasses,http://calscape.org/Carex-scoparia-(Pointed-Broom-Sedge)
Carex scopulorum,Mountain Sedge,,Grasses,http://calscape.org/Carex-scopulorum-(Mountain-Sedge)
Carex scopulorum var. bracteosa,Mountain Sedge,,Grasses,http://calscape.org/Carex-scopulorum-var.-bracteosa-(Mountain-Sedge)
Carex senta,Swamp Carex,,Grasses,http://calscape.org/Carex-senta-(Swamp-Carex)
Carex serpenticola,Serpentine Sedge,,Grasses,http://calscape.org/Carex-serpenticola-(Serpentine-Sedge)
Carex serratodens,Two Tooth Sedge,,Grasses,http://calscape.org/Carex-serratodens-(Two-Tooth-Sedge)
Carex sheldonii,Sheldon's Sedge,,Grasses,http://calscape.org/Carex-sheldonii-(Sheldon's-Sedge)
Carex simulata,Analogue Sedge,,Grasses,http://calscape.org/Carex-simulata-(Analogue-Sedge)
Carex specifica,Narrow-fruited Sedge,,Grasses,http://calscape.org/Carex-specifica-(Narrow-fruited-Sedge)
Carex spectabilis,Showy Sedge,,Grasses,http://calscape.org/Carex-spectabilis-(Showy-Sedge)
Carex spissa,San Diego Sedge,,Grasses,http://calscape.org/Carex-spissa-(San-Diego-Sedge)
Carex stipata,Awlfruit Sedge,,Grasses,http://calscape.org/Carex-stipata-(Awlfruit-Sedge)
Carex stipata var. stipata,Awl-fruited Sedge,,Grasses,http://calscape.org/Carex-stipata-var.-stipata-(Awl-fruited-Sedge)
